Stock,annualized_vol,downside_vol,max_drawdown,vol_clustering,autocorr_1d,autocorr_5d,hurst,momentum_strength,beta_to_vnindex,skewness,kurtosis,var_5,cvar_5,limit_hit,trend_change_freq
CRC,0.39594523078074045,0.28763587469457513,-0.7991379310344827,0.9562409925646458,0.15167238498698582,-0.012312438166288828,,0.0007999333093946966,,0.1188419510526168,1.7426497621359154,-0.04421131509928808,-0.06035769921025336,0.027551659361302442,0.01939924906132666
CSM,0.5013611854031395,0.6183231823682153,-1.0,0.7837181911981057,-0.050856638024281524,0.006946099886123402,,0.0006798693961741382,,-18.002668685891734,571.4375778747354,-0.030571973664521895,-0.05943251506907628,0.010273972602739725,0.022247575584711923
CSV,0.4725916391681435,0.4249233899000876,-0.6580459770114941,0.9296665261169463,0.08592690259014066,-0.022363757571190104,,0.0020769383351672104,,-4.564037831977239,93.75238777330928,-0.0423650311188305,-0.06652815465868733,0.03712164477441462,0.025684931506849314
CTD,0.43796912687321465,0.3143816678542629,-0.8904347826086957,0.9519536117866993,0.15967132600209374,0.012497280389372045,,0.0016646430139136553,,-0.2858933261630157,3.574998922309317,-0.048055555555555574,-0.06623784692312581,0.04054825813820674,0.021118721461187213
CTG,0.36986702960536366,0.28089199433910506,-0.6360294117647058,0.9552011884205215,-0.0366769489455721,0.02954545329310182,,0.00036481108367268644,,-0.45437839858250445,4.360436048407546,-0.03860122927919529,-0.05811990402575251,0.01599086236436322,0.02226027397260274
DBC,0.4979240788588608,0.4069910206938803,-0.8672955974842768,0.9313097682642772,0.0894529439150958,0.009421539906616512,,0.0010270506738305138,,-2.0052607578837054,31.19514460746103,-0.05307622630992187,-0.07200561118645656,0.03777904979965655,0.02459954233409611
DBD,0.27252236010561676,0.2305662902995752,-0.4390625,0.9270385235299226,-0.001719773448806083,0.03917725796033151,,0.0020975130184469736,,-1.607323565257608,29.287422808226076,-0.022173202614379005,-0.037717967932389344,0.008013737836290785,0.01887871853546911
DCM,0.4104204788729873,0.29959606637508934,-0.6313588850174217,0.9618705316997045,0.013526242213548792,0.023679805624212496,,0.0026018265664731685,,-0.12116634745704175,1.825796292217741,-0.04299733481228146,-0.06408037040770147,0.03083952027412907,0.026255707762557076
DGC,0.44208978987269437,0.396371815638972,-0.8061224489795918,0.9294860610572966,0.05243253691543602,0.03689387087916299,,0.0023513455179086686,,-3.4755351743537664,64.17807320975814,-0.03791232774209637,-0.06447495229531426,0.03663423010875787,0.02116704805491991
DGW,0.5282095693553763,0.47461576216315593,-0.8301775147928994,0.9236936282445337,0.08045762827653204,0.006075687906260074,,0.0022022519790371,,-3.3351109501160296,46.572801383285515,-0.04888400265516091,-0.07656632520558504,0.05368360936607653,0.023972602739726026
DHG,0.26773433594451124,0.17282737182013574,-0.4116347569955817,0.9558438570828198,0.06502322329560757,0.042091616310427446,,0.0023318381273115772,,0.7026213462356155,3.809143567143381,-0.024497170002021396,-0.03649184884049303,0.00799543118218161,0.01997716894977169
DHT,0.4162115352749477,0.4616239141709818,-0.7342465753424658,0.9341728405175866,-0.017551700910666677,-0.005312617161404642,,0.0019336143407115754,,-7.821917930051371,182.5948376940084,-0.02618520730150924,-0.05167977493775353,0.022298456260720412,0.018857142857142857
DIG,0.635361295459919,0.6506964113293408,-1.0,0.845933158751386,0.09688695979809869,-0.005846667334977,,-0.0007949825438573199,,-8.954163049836813,221.12126480704413,-0.06743579454253608,-0.08153047263767124,0.057648401826484015,0.01939532230462065
DP3,0.4331616195771614,0.4741921429629957,-0.659688995215311,0.942051448547253,-0.11889110395649598,0.06460810345364787,,0.0001773451320897651,,-4.800511336490413,103.62015713908573,-0.03898093549904134,-0.06567008292708189,0.02857142857142857,0.026270702455739578
DPM,0.39697804353295474,0.27900047264923444,-0.6218375499334221,0.9585153316541243,0.004445226470677553,0.025902170354348823,,0.0011774920239528697,,-0.08518871930456999,1.333928716349308,-0.04323931617463429,-0.06022047144430203,0.02457142857142857,0.02227298686464877
DQC,0.5383263979836301,0.6064745167871132,-1.0,0.7871876276118086,0.06951469015578977,0.021635482579974292,,0.001213640921139094,,-14.538725813509833,429.68360978014283,-0.03928728794888744,-0.06809429387378563,0.01887871853546911,0.02058319039451115
DRC,0.36649278480499775,0.2610176576637238,-0.5488126649076517,0.947815891294735,0.030957820373119782,-0.00898928527098041,,0.000924045765576486,,-0.14566097100335323,1.46658495863361,-0.039444871302343476,-0.05649304550180936,0.012564249000571102,0.02454337899543379
DRL,0.28384879039802585,0.25584244017256047,-0.31034482758620685,0.9618999620088567,-0.22749451192743947,-0.07583498714981074,,-0.0009087444142550378,,-0.032706570686965225,4.419391396089571,-0.03022317381084272,-0.0466548743635554,0.008004574042309892,0.026285714285714287
DSG,0.8631276060551138,0.8017556911292846,-0.8454545454545455,0.9639345170172187,-0.10000426604425597,-0.03932231895232767,,0.007744446601074068,,0.41947546239406436,7.098945048885584,-0.10504922197523021,-0.13626799153914743,0.15965417867435158,0.02131336405529954
DSN,0.1968876188791644,0.1648286938480404,-0.37712519319938187,0.9443621605085011,-0.12290968745918421,0.05389206386578492,,-0.00022185178733043036,,0.008531107657389913,7.937760756167988,-0.017963512119649343,-0.03128230386792683,0.0017142857142857142,0.018275271273557967
DTD,0.5766094016849275,0.41128591066711845,-0.8588640275387264,0.941458141886088,0.14337614009512054,0.011150291704896865,,0.002367088755254307,,-0.01604811465847576,2.1175001488279097,-0.057982613908872944,-0.08639174538673346,0.088,0.023415191319246145
DVN,0.4097807090556926,0.25818295122205936,-0.6618705035971223,0.9514554639957968,-0.00546144622950219,-0.008884637191811482,,0.005285430739480623,,0.7990532821767207,6.453002401602795,-0.035714285714285664,-0.05336833707698735,0.02422145328719723,0.020172910662824207
DVP,0.26354620090387126,0.18671471536686052,-0.575113808801214,0.9446784682114565,-0.01453512690475214,-0.010462078265658757,,0.0016074103621959383,,0.3269160712123328,4.143028091832363,-0.02415345592897905,-0.03768510217342111,0.0028555111364934323,0.018835616438356163
DXG,0.6319355948219213,0.6483727864412124,-1.0,0.8225933218682118,0.0689231456415088,-0.004613537354376974,,-0.0015275051311663228,,-9.153146592967172,226.43098230780177,-0.06566032426009596,-0.08200255997126503,0.043478260869565216,0.019439679817038306
DXV,0.6947202903366639,0.7049474768200192,-1.0,0.8490910084243388,-0.014845900205001398,-0.04973438038894765,,0.0005331750765974197,,-6.769760095891371,154.12912856317013,-0.06784660766961648,-0.07954052498341818,0.06107305936073059,0.02053622361665716
EIB,0.3653795494131836,0.2654399053071516,-0.6071428571428572,0.957669692022517,0.05348950658576775,0.04546447197699932,,0.0023719905445101393,,-0.009932136564585794,3.3222672186803175,-0.03525046382189234,-0.0543554969160692,0.018857142857142857,0.027984009137635636
ELC,0.44014572096216725,0.32512049735888837,-0.8058727569331158,0.9353614108732606,0.16075663237958676,0.0014553146502268956,,0.00197124306748361,,-0.34533801183984664,4.134965638836124,-0.04654620017941819,-0.06577859496694162,0.0274442538593482,0.018857142857142857
EVE,0.5244609957950385,0.6178367504519425,-1.0,0.7354024467390485,0.01743234672696226,0.0034891192529944576,,0.00012644209407847856,,-15.797775129759703,477.80320089577856,-0.03726174162202569,-0.0651938763495812,0.009158557527189467,0.018306636155606407
EVG,0.5056541279065229,0.34846550340996674,-0.875,0.9528873718741953,0.20245964311879422,-0.03146421551389992,,0.001983965501038895,,-0.1846614916483585,3.801342355244902,-0.05854158674485302,-0.0693382949115323,0.053714285714285714,0.023415191319246145
FCN,0.4430725477954107,0.3124296951094132,-0.8272222222222222,0.9613737828704291,0.11978837611036244,-0.0019037157741249873,,0.0011888411464308496,,-0.08846548465563728,0.9077750486612874,-0.05797754931594012,-0.06754751691641205,0.03428571428571429,0.024557395773843516
FIC,0.8965757960910756,0.7549271845683037,-0.7261904761904762,0.9413450744647947,-0.1695942705220518,0.0005568586743902363,,0.0076291139963539645,,0.9385823057069532,8.236480039722634,-0.09640578719526091,-0.1388090434542571,0.15225563909774437,0.024420788979336257
FLC,0.7425781571490209,,-1.0,,,,,,,-21.307327213483536,452.0021929824561,0.0,-0.002188183807439825,0.002188183807439825,0.0
FMC,0.3441322270042664,0.2574717444917703,-0.5945945945945945,0.9532660810897606,0.055559266167037706,-0.026230210030381097,,0.0005961085318259389,,-0.09512673412607288,2.842517093827391,-0.033201174743024975,-0.05315458070789631,0.013142857142857144,0.0211307824100514
FOX,0.537241237693006,0.6987107732204635,-1.0,0.8347662451640531,-0.04063017015420326,-0.005543593573804968,,-0.0007890102496442529,,-15.791142430330297,447.46779829107936,-0.029201725997842588,-0.0673861943810257,0.015535097813578827,0.02185163887291547
FPT,0.30373584166998885,0.2744297781580124,-0.434819897084048,0.934602192075656,0.03193753042473103,-0.03285333677714296,,-0.0003274890827771621,,-1.8559522952933452,18.08176743387841,-0.02478120740624349,-0.04739409012769969,0.009714285714285713,0.019988577955454025
FRT,0.493667820550298,0.41363420917461224,-0.9375,0.9385725964746907,0.09127435745817704,0.04486026830638314,,0.001380820796897074,,-1.760090420642594,21.634975124188255,-0.051955331044073044,-0.0734414893086136,0.042362768496420046,0.01967799642218247
FTS,0.6187133175688877,0.667249775110541,-1.0,0.8302518959624996,0.07050064438259245,0.017409940875336156,,0.0005900506306914174,,-9.886416898114435,248.6266012740889,-0.05874969234555753,-0.08288750918868656,0.044075558099599316,0.019450800915331808
