stock_code,primary_class,confidence_score,annualized_volatility,max_drawdown,autocorr_1d,hurst_exponent,beta_to_vnindex,sample_size,date_range,composite_score
STK,Low_Risk,0.9608634374481939,0.41316255154449605,-0.6455882352941176,-0.03417241927086326,-0.0032327976551994216,0.6678818707046631,1497,2018-01-03 to 2023-12-29,0.16595205647323172
MFS,Low_Risk,0.9607850185490323,0.40400330593744627,-0.45299145299145305,-0.13568699795082734,-0.03416869059133449,0.4247580137894996,1166,2019-04-17 to 2023-12-29,0.2889030168266935
VCB,Low_Risk,0.9603014787860393,0.3124168767315734,-0.46735395189003437,0.0021016304940480986,-0.0010308580814812759,0.9735128545796935,1497,2018-01-03 to 2023-12-29,0.04311228799311035
CMG,Low_Risk,0.9587323310976117,0.41012076774416745,-0.5473833097595474,0.03811769560997436,0.001387032778910685,0.8965270782057243,1497,2018-01-03 to 2023-12-29,0.18402811263714203
DRC,Low_Risk,0.9571459717604069,0.3746101229761985,-0.5488126649076517,0.03841980481324344,-0.0013662109697220553,1.0421205816656756,1497,2018-01-03 to 2023-12-29,0.05691047750212455
TMC,Low_Risk,0.9560334055098145,0.357711933330849,-0.5113636363636365,-0.026228515506222457,-0.007208552605424267,-0.0011318074409370914,1488,2018-01-03 to 2023-12-29,0.014378825091049922
VCA,Low_Risk,0.9554384611210518,0.4153010296830163,-0.6009389671361502,-0.049048058045826924,-0.006177641800748426,0.4096710279862756,1481,2018-01-03 to 2023-12-29,0.19754369288444917
DVN,Low_Risk,0.9552079656778356,0.41775257184058445,-0.6618705035971223,-0.02282778443284529,-0.0032501306599487844,0.6080694255020943,1485,2018-01-03 to 2023-12-29,0.21035668889554074
DSN,Low_Risk,0.9524049863262859,0.20638790964453865,-0.3761609907120743,-0.12201303249447978,-0.013751155641999208,0.305760715343097,1496,2018-01-03 to 2023-12-29,0.2
OCB,Low_Risk,0.9519527215332422,0.4088805342752517,-0.6253869969040248,0.04768641444243506,0.008711407051878037,1.0658901210476375,729,2021-01-29 to 2023-12-29,0.23604809238364913
VFG,Low_Risk,0.9506354350510526,0.39925267499859773,-0.5300699300699301,-0.16287601434056567,-0.014977978200639775,0.12948384637961413,1488,2018-01-03 to 2023-12-29,0.2686011752076827
SBA,Low_Risk,0.9498107435662477,0.20519007952867038,-0.23220973782771537,-0.131343533402792,-0.018186969448555614,0.23108094696899023,1497,2018-01-03 to 2023-12-29,0.2
BWE,Low_Risk,0.9490434354445376,0.3074947854356722,-0.44561403508771924,0.04403650827042365,0.0013224650856040203,0.621753803455588,1497,2018-01-03 to 2023-12-29,0.08306528764155122
SJD,Low_Risk,0.948478574388167,0.2117375151205663,-0.5116696588868941,0.057466588030687105,0.006056566042057801,0.3297647989667111,1497,2018-01-03 to 2023-12-29,0.13772125070394206
DRL,Low_Risk,0.9479528877754642,0.30291684814598907,-0.31034482758620685,-0.22846776329566762,-0.035001344095560175,0.0904879714363578,1495,2018-01-03 to 2023-12-29,0.2
VJC,Low_Risk,0.9474985512310198,0.27728074697898014,-0.5887768522577816,0.058944919224538525,0.013440231424150406,0.5989913655644716,1497,2018-01-03 to 2023-12-29,0.1652367417364241
MSN,Low_Risk,0.9474620984395156,0.3701722985092451,-0.663953488372093,0.0722088239847453,0.011674406997131884,1.034142407412351,1497,2018-01-03 to 2023-12-29,0.2323313932222448
FPT,Low_Risk,0.9468655323716426,0.3105782950470112,-0.434819897084048,0.02271875014511925,0.002927509215461543,0.977445218281709,1496,2018-01-03 to 2023-12-29,0.06152329867656532
BID,Low_Risk,0.9467308038127848,0.3919317923991954,-0.5252747252747252,-0.012214538828063701,-0.0015794849293360098,1.3747587202949239,1497,2018-01-03 to 2023-12-29,0.07787588734570439
PLX,Low_Risk,0.9465607443840205,0.3412191069395255,-0.7352309344790549,0.04146936808461486,0.002536666738224112,1.1172839357050148,1497,2018-01-03 to 2023-12-29,0.286909456296368
GAS,Low_Risk,0.9441908650175648,0.37138007461304867,-0.6039676708302719,0.03673282124565285,0.005215643753047075,1.1562450937615356,1497,2018-01-03 to 2023-12-29,0.08342415973544588
MCH,Low_Risk,0.9439341116333494,0.2868863579118677,-0.53,-0.05863062319266668,-0.002990956906528745,0.29394577668296346,1486,2018-01-03 to 2023-12-29,0.09846850964295978
EVE,Low_Risk,0.9437242750334138,0.3822163299686982,-0.6165829145728643,0.027013466037316206,0.0006817929292786482,0.7171230926859332,1496,2018-01-03 to 2023-12-29,0.05107810664780767
MIG,Low_Risk,0.9437185225203669,0.41365696925833856,-0.6170212765957447,-0.05157228672274073,-0.01575826846050145,0.8658552999203049,1490,2018-01-03 to 2023-12-29,0.17747824763402242
DBD,Low_Risk,0.9435634611531034,0.26488828457901153,-0.4390625,-0.01763059120754936,-0.0025449706458382597,0.26669205629302317,1493,2018-01-03 to 2023-12-29,0.03606990397284531
GMD,Low_Risk,0.942819996228516,0.3625098934900161,-0.675704989154013,0.03793948508404286,0.0030111053558201993,1.0133211917249714,1497,2018-01-03 to 2023-12-29,0.13892201249324052
TAC,Low_Risk,0.9398073649348317,0.4216342129831366,-0.6722408026755853,-0.004014648116227084,-0.005077005667325431,0.48284714548365626,1089,2018-01-03 to 2022-05-19,0.24311941348995125
POW,Low_Risk,0.9397002005450328,0.3747385363296254,-0.5948571428571429,-0.0013833590105528507,-0.004243939749214612,1.1600792669187607,1448,2018-03-07 to 2023-12-29,0.02816772209667623
QNS,Low_Risk,0.9385824274449428,0.296685109266636,-0.69558599695586,0.005191479832449127,-0.0016991468527585694,0.5646585565089499,1483,2018-01-03 to 2023-12-29,0.1501213280534133
