stock_code,primary_class,confidence_score,annualized_volatility,max_drawdown,autocorr_1d,hurst_exponent,beta_to_vnindex,sample_size,date_range,composite_score
BMI,Low_Risk,0.9372812946690441,0.39278188558031885,-0.6595092024539877,0.029089749407540125,0.008256738099618134,0.9217324874473698,1497,2018-01-03 to 2023-12-29,0.15154698716483156
MBB,Low_Risk,0.9321207594208301,0.3681999920923345,-0.6743383199079402,-0.0073904795000098895,0.00031785212347762415,1.3032760630846223,1497,2018-01-03 to 2023-12-29,0.10895313010466684
PGI,Low_Risk,0.9305186992978028,0.40686684565947134,-0.4931506849315068,-0.1592456634006643,-0.0256464072195577,0.1859261218264295,1496,2018-01-03 to 2023-12-29,0.30114036606611694
GEG,Low_Risk,0.9273345302208365,0.3818992817588239,-0.6721649484536083,0.07402216506839579,0.006943124139042746,0.8104484544094765,1493,2018-01-03 to 2023-12-29,0.23647422280765973
NNC,Low_Risk,0.9271781959561063,0.29072044064198854,-0.7703389830508475,-0.03255811631954381,-0.007209422662367982,0.4395577760520085,1496,2018-01-03 to 2023-12-29,0.30344757778655973
GDT,Low_Risk,0.9262533640776482,0.2903373767835205,-0.6604938271604939,-0.001395016691145927,0.002319303774158512,0.4240214865243918,1496,2018-01-03 to 2023-12-29,0.08532527000620564
BVH,Low_Risk,0.9261248631482708,0.36255127899540474,-0.70064874884152,0.04317465539609776,0.002148750346556118,1.13583468047101,1497,2018-01-03 to 2023-12-29,0.20697602909142576
STB,Low_Risk,0.925486800346714,0.40015334399816355,-0.5857740585774058,-0.019871869696747032,-0.0069283112950853515,1.36133914609937,1496,2018-01-03 to 2023-12-29,0.08813246107245465
NT2,Low_Risk,0.9250297147430913,0.3285040911714708,-0.5554035567715458,-0.05800354842158093,-0.002386520826402058,0.7119563759058652,1496,2018-01-03 to 2023-12-29,0.09975596474130893
PVI,Low_Risk,0.9248372011276298,0.3209629181853124,-0.39220183486238536,-0.07202642221138038,-0.010148855179670048,0.6063921633025541,1489,2018-01-03 to 2023-12-29,0.09772954159781351
NSC,Low_Risk,0.9246746636347771,0.30261845741929255,-0.5,-0.20628654634526936,-0.0318684430263007,0.19927459466050135,1487,2018-01-03 to 2023-12-29,0.2
VNM,Low_Risk,0.9245662929835823,0.26793566938992913,-0.6997206703910615,-0.026130153756200713,-0.006293756579600276,0.6773187415900873,1497,2018-01-03 to 2023-12-29,0.1385877039461435
AGG,Low_Risk,0.9221648063288168,0.29768710725373027,-0.603225806451613,0.03295871661810547,0.008191434882482569,0.3830224743832729,993,2020-01-10 to 2023-12-29,0.08809347002779681
SCS,Low_Risk,0.9215728001953984,0.3180499163335116,-0.6823232323232323,0.014187466327379354,0.0025668535613168095,0.4275878595868354,1493,2018-01-03 to 2023-12-29,0.1384102214532776
TYA,Low_Risk,0.9198363436928028,0.29755410766182516,-0.5214634146341464,-0.04159905595226689,-0.004027396731429585,0.37361761693605644,1497,2018-01-03 to 2023-12-29,0.05225887450624893
BAB,Low_Risk,0.9191841029055019,0.2978752073481138,-0.6352941176470588,-0.16692470671975898,-0.025002146037756644,0.34765096648242366,1486,2018-01-03 to 2023-12-29,0.2
TCL,Low_Risk,0.9179193906776806,0.33043965756954974,-0.5258064516129033,-0.007490683789063434,-0.0037445484821039235,0.5121899511554078,1496,2018-01-03 to 2023-12-29,0.030490472176260826
ITD,Low_Risk,0.9168121536173499,0.40050208696395967,-0.6628787878787878,-0.002778250312599772,-0.005239622036341959,0.6695558462358052,1495,2018-01-03 to 2023-12-29,0.12978199286592537
VSC,Low_Risk,0.9160997675437246,0.398259179562298,-0.6758620689655173,-0.014309923505826069,-0.0003193181532496561,0.7725141266306151,1497,2018-01-03 to 2023-12-29,0.1739701125227548
TPB,Low_Risk,0.9157182012938923,0.38043814541226423,-0.6961538461538461,0.0007287779343600555,0.003917551869807327,1.0008254474064762,1425,2018-04-20 to 2023-12-29,0.17759645787602235
SGN,Low_Risk,0.9143295211810232,0.2837421985531378,-0.6726708074534161,-0.10154400883397184,-0.01952872227569504,0.3490829230845172,1492,2018-01-03 to 2023-12-29,0.22435887531811083
ACV,Low_Risk,0.9140692112087159,0.31029369271022117,-0.6453781512605041,-0.07674995741014229,-0.0062174864069858005,0.5623867501918629,1485,2018-01-03 to 2023-12-29,0.12749379961802745
KDH,Low_Risk,0.9091699757530711,0.34884988145959867,-0.6654929577464789,0.026418814214986347,0.004505968161873053,0.9656594295817914,1497,2018-01-03 to 2023-12-29,0.10738905482397065
CJC,Low_Risk,0.9062677016012167,0.3541655877174169,-0.5375000000000001,0.06976135371454151,0.022755778733517584,-0.011933285697507928,1496,2018-01-03 to 2023-12-29,0.19152212324311424
CLL,Low_Risk,0.9056063295402641,0.3718242927706739,-0.40764331210191085,-0.12544334642860624,-0.022204154864912583,0.28414450635860405,1497,2018-01-03 to 2023-12-29,0.2
VSH,Low_Risk,0.8975678277986112,0.3121390389299394,-0.4871794871794871,0.0007484261327807191,-0.0019664209566356947,0.5015097608796031,1497,2018-01-03 to 2023-12-29,0.03876083275983399
DPM,Low_Risk,0.8971373394761224,0.41564325045763056,-0.6218375499334221,0.012197061236208773,0.005540462436425727,0.9424208515555442,1496,2018-01-03 to 2023-12-29,0.21232293894880133
PVT,Low_Risk,0.896262216804,0.3996519544879629,-0.6481481481481481,0.0295084465195428,0.005390293453568482,1.157775351563075,1497,2018-01-03 to 2023-12-29,0.14328560689817246
EIB,Low_Risk,0.8957766545081525,0.3789624732663176,-0.6035714285714286,0.054227330240438944,0.0032966503007563664,0.5675875361499033,1496,2018-01-03 to 2023-12-29,0.11701260392162105
VIP,Low_Risk,0.89149219846412,0.3816772785956049,-0.6318021201413428,0.09426912695234013,0.016488925149623093,0.7913382835889314,1497,2018-01-03 to 2023-12-29,0.25107928785501854
VPI,Low_Risk,0.889297768125811,0.21327141908800737,-0.26614699331848546,-0.0237901186141043,-0.0064437161984584705,0.3626701550830423,1492,2018-01-03 to 2023-12-29,0.01793620372810014
DCM,Low_Risk,0.8797060765743492,0.42658226178425823,-0.6313588850174217,0.022818166962489277,0.010861979073965796,0.990691172892652,1497,2018-01-03 to 2023-12-29,0.2838220907756613
VTO,Low_Risk,0.8760496879594337,0.33411014007237066,-0.6279365079365079,0.026945003620425727,0.010409583269468468,0.6991347823333282,1496,2018-01-03 to 2023-12-29,0.09632364311380684
ICT,Low_Risk,0.8607677239407121,0.3702815308815288,-0.6155172413793104,-0.010035412067003875,-0.002480731880495724,0.5798182760108486,990,2020-01-16 to 2023-12-29,0.036368688927926864
GKM,Low_Risk,0.8539917840097558,0.3027836167907226,-0.5172413793103448,0.20888731130170737,0.03415216011336506,0.25762987735389525,1496,2018-01-03 to 2023-12-29,0.30000000000000004
MKV,Low_Risk,0.8414654295543256,0.3620383811660584,-0.7638888888888888,-0.0008780719592170577,-0.01699461008668135,0.024030659605971515,1493,2018-01-03 to 2023-12-29,0.27261432725350243
CNG,Low_Risk,0.8107603833166659,0.3537022362979104,-0.579520697167756,0.03089648970348839,0.00970902161376679,0.7282123469127131,1497,2018-01-03 to 2023-12-29,0.09306521680821764
SVH,Low_Risk,0.7934387617765813,0.29931080917620734,-0.5488721804511278,0.13137712423098377,-0.016856961916342738,0.007075267499454891,1486,2018-01-03 to 2023-12-29,0.2
IDV,Medium_Risk,0.9845061168731583,0.3837033852875786,-0.7167755991285403,-0.12711818383190213,-0.020175821371208078,0.5372104770308989,1495,2018-01-03 to 2023-12-29,0.362680003781668
HDB,Medium_Risk,0.9811276499857962,0.3753446420018812,-0.7297297297297297,0.058184295662480456,0.0136718034811116,1.056153215181056,1493,2018-01-08 to 2023-12-29,0.3547358182270416
HVN,Medium_Risk,0.9802719333773083,0.4100567218567835,-0.8720653789004458,0.0756694187169864,-0.005345829788881302,1.1379604641832273,1491,2018-01-03 to 2023-12-29,0.543694478627392
PGB,Medium_Risk,0.9801284881259987,0.6133895163308595,-0.6498673740053051,0.06059563294972353,0.006556861295066611,1.240434487191942,741,2020-12-25 to 2023-12-29,0.5490020219459528
SJS,Medium_Risk,0.9792185223181893,0.39923659526602817,-0.5829015544041452,0.09902855627865674,0.02385099478147878,0.6253367690486552,1497,2018-01-03 to 2023-12-29,0.3311777956525145
VBC,Medium_Risk,0.9780208881423508,0.522540497421722,-0.5625,-0.07690424450574343,-0.012243750199738805,0.12113262740961313,1484,2018-01-03 to 2023-12-29,0.5088803025655977
VNE,Medium_Risk,0.9760646039252326,0.4034862126879988,-0.7,0.0807495826862985,0.011162217369344902,0.6417321946453188,1497,2018-01-03 to 2023-12-29,0.4253610284526346
TMS,Medium_Risk,0.974305754654873,0.4405719485501309,-0.6755102040816326,-0.07619536855877107,-0.01013907847878766,0.3723118276561252,1496,2018-01-03 to 2023-12-29,0.4154411378836106
SFI,Medium_Risk,0.973196677227369,0.4145201618563984,-0.6885057471264368,-0.14763398134226846,-0.021164393025003093,0.3249843269385368,1497,2018-01-03 to 2023-12-29,0.4271198363247084
DHT,Medium_Risk,0.9723068344740875,0.4155100392703519,-0.7342465753424658,-0.06130222454028212,-0.008455545952207436,0.21646445278102547,1495,2018-01-03 to 2023-12-29,0.41971461492047596
HOM,Medium_Risk,0.9706822602025904,0.5032649746838072,-0.6216216216216216,-0.10655151087395369,-0.029408054182976793,0.7721734678672003,1495,2018-01-03 to 2023-12-29,0.5809271224154403
VIC,Medium_Risk,0.9673185259455209,0.31864443043530677,-0.7194444444444444,0.07324439667954764,0.016533826266244705,0.8771374338102009,1497,2018-01-03 to 2023-12-29,0.3668645222254633
MSH,Medium_Risk,0.9653485001826242,0.403576833716621,-0.7039408866995074,0.08117051542554683,0.010027640484584372,0.8769825922921268,1272,2018-11-29 to 2023-12-29,0.430869741433204
SPM,Medium_Risk,0.9636746712359492,0.4360843533258643,-0.6589147286821706,-0.11023284719787439,-0.02080363157569906,0.11704455682196767,1497,2018-01-03 to 2023-12-29,0.43874882879424704
CAN,Medium_Risk,0.9635830445946143,0.6626769876242533,-0.6082251082251082,-0.0044980545428971695,0.0035758054658484384,0.036785081962642574,1496,2018-01-03 to 2023-12-29,0.4645386300737137
HPG,Medium_Risk,0.9633756609442414,0.4283950663922395,-0.8215339233038348,0.003447704460379231,0.009126458506931535,1.2885503988553137,1496,2018-01-03 to 2023-12-29,0.5834969303310172
SGB,Medium_Risk,0.962803195886323,0.4734515628721063,-0.5041666666666667,-0.018599563896636365,-0.00915794804015592,0.802628829047544,788,2020-10-19 to 2023-12-29,0.3910023092050562
IFS,Medium_Risk,0.9616798721366884,0.6928542908296454,-0.46153846153846156,-0.1491646485405256,-0.03077263883949265,0.16617879199884214,1486,2018-01-03 to 2023-12-29,0.6000000000000001
VIN,Medium_Risk,0.9603699230380757,0.8614377209946625,-0.6456521739130434,-0.22510566828965278,-0.027144433231268653,0.26647603283494814,1483,2018-01-03 to 2023-12-29,0.6000000000000001
VSI,Medium_Risk,0.9587743680596529,0.4943198703115282,-0.561128526645768,-0.10021396719710665,-0.016229280335820963,0.08171729741303443,1497,2018-01-03 to 2023-12-29,0.5655260442214014
THI,Medium_Risk,0.9586745113558376,0.44986237389615935,-0.5913978494623655,-0.13472716518870134,-0.02681521772952825,0.12230406562384899,1359,2018-01-04 to 2023-06-28,0.48488193972717675
BBC,Medium_Risk,0.9584794880570545,0.455520057076209,-0.555855855855856,-0.14251491139555397,-0.028299981966338372,0.2058710996727386,1490,2018-01-03 to 2023-12-29,0.5090600729752522
HGM,Medium_Risk,0.9583350523178686,0.45617096575238303,-0.4049586776859504,-0.14685551785845372,-0.020473627774233255,0.10008925287769165,1496,2018-01-03 to 2023-12-29,0.5118417339845429
HDG,Medium_Risk,0.9582046727498675,0.4584482856335747,-0.697196261682243,0.072237245323082,0.016355933294719995,1.2801488129150176,1497,2018-01-03 to 2023-12-29,0.6330610241476345
PHR,Medium_Risk,0.956559666609438,0.44128411626743697,-0.6423076923076922,0.1067816603628722,0.01743219463583533,1.168860524768892,1497,2018-01-03 to 2023-12-29,0.5297091355262944
NAF,Medium_Risk,0.9558769220017811,0.35788338231889055,-0.795,0.10293365435275507,0.013516179766376368,0.6266633554339687,1497,2018-01-03 to 2023-12-29,0.5721352475158081
MSB,Medium_Risk,0.9540125381481359,0.3920263817970887,-0.6714285714285715,0.13535062628414457,0.01806600684671518,1.1479715536165558,754,2020-12-24 to 2023-12-29,0.3903648731809176
TCM,Medium_Risk,0.9534559464267272,0.4009434989203767,-0.6641666666666667,0.10740029875577241,0.018567296608436056,0.8446049751180846,1496,2018-01-03 to 2023-12-29,0.3941854638345319
VIB,Medium_Risk,0.9481007969625426,0.42580898800116707,-0.7702702702702703,0.044913788725614336,0.01040942614704543,1.110614672735378,1489,2018-01-03 to 2023-12-29,0.5973478673509678
VGG,Medium_Risk,0.9476406194342128,0.44209137485169275,-0.5683453237410072,-0.29650269375505756,-0.0330254972965972,0.49757436995216225,1483,2018-01-03 to 2023-12-29,0.45167254210125113
WCS,Medium_Risk,0.9447452858871523,0.4448020321080572,-0.36468085106382975,-0.2606170655821216,-0.026225002724365662,0.16837430608483223,1482,2018-01-03 to 2023-12-29,0.4632565474703299
VTC,Medium_Risk,0.943818460409857,0.6210163590619304,-0.7013888888888888,-0.03812806277268214,-0.00878313315439653,0.3327960020380376,1484,2018-01-03 to 2023-12-29,0.5456270054458405
SMA,Medium_Risk,0.9432937716112957,0.6226123968343614,-0.6936585365853658,0.00403604404755122,6.163173846651242e-05,0.3333829052218841,1497,2018-01-03 to 2023-12-29,0.5537254438882661
LPB,Medium_Risk,0.9416040771773795,0.430400406468252,-0.723781388478582,0.012573220689483739,0.005165971779508339,1.270055726548647,1487,2018-01-03 to 2023-12-29,0.4508418986987918
PTI,Medium_Risk,0.9396460751821469,0.6066418978019902,-0.6716826265389877,-0.013120454771523134,-0.005391733270829843,0.2051692065981478,1488,2018-01-03 to 2023-12-29,0.4760788538558569
DXV,Medium_Risk,0.9370911518648803,0.5915087842138171,-0.6709677419354838,-0.046930716663242965,0.0018827059584986465,0.517605947300315,1497,2018-01-03 to 2023-12-29,0.544253322256328
SAV,Medium_Risk,0.9361119286774549,0.45653966522624995,-0.7514910536779325,-0.04805840425402935,-0.011311123040550498,0.576260133255898,1497,2018-01-03 to 2023-12-29,0.5953175089720706
GIC,Medium_Risk,0.9306214142512197,0.4929413268595569,-0.652482269503546,-0.11106773878785989,-0.017254255263357623,0.5249522586291185,784,2020-11-09 to 2023-12-29,0.5994729834344648
ABI,Medium_Risk,0.9301984261481696,0.5392482978219998,-0.6463245492371705,-0.311138507573281,-0.04040998282284896,0.4690444595907608,1484,2018-01-03 to 2023-12-29,0.6000000000000001
MIC,Medium_Risk,0.9297605566008798,0.9537180948623811,-0.6071428571428571,-0.13188047441425266,-0.01435302668172509,-0.02254381021790841,1487,2018-01-03 to 2023-12-29,0.6000000000000001
VCG,Medium_Risk,0.928034887475879,0.4232461443321589,-0.7892857142857143,0.06042840983427921,-0.0006571594379195941,0.9423660830670407,1493,2018-01-03 to 2023-12-29,0.5848296123573481
TCR,Medium_Risk,0.9279448532407704,0.5444923019952476,-0.7303370786516854,-0.04792476433280286,-0.009319228214072274,0.19925715173508257,1497,2018-01-03 to 2023-12-29,0.6358104371692458
VGI,Medium_Risk,0.9269770616948965,0.5084587162267579,-0.631578947368421,0.03758883742240997,0.003091295582381012,1.422861121515596,1303,2018-09-26 to 2023-12-29,0.4756237042919318
SAB,Medium_Risk,0.9268064491554742,0.3477076442562311,-0.8038062283737024,0.08876666203984715,0.011514037580411932,0.595316684867351,1497,2018-01-03 to 2023-12-29,0.5377075626727755
SVT,Medium_Risk,0.9251059968662763,0.5197741374113194,-0.5987341772151898,-0.023322310775912743,-0.009629209814964018,0.20586139060911202,1497,2018-01-03 to 2023-12-29,0.4031199543490046
PNJ,Medium_Risk,0.9236441566965046,0.37321902654540007,-0.7723300970873787,0.031387601837723225,0.0061583292557720725,1.021456130726924,1496,2018-01-03 to 2023-12-29,0.3692468724079738
NET,Medium_Risk,0.9231497283856454,0.42557843841215925,-0.49350649350649356,-0.1093479247979176,-0.028893381490053757,0.20884908948948358,1494,2018-01-03 to 2023-12-29,0.3688272196707507
DP3,Medium_Risk,0.921201458494381,0.4582649960267419,-0.6501196172248804,-0.12371434668267335,-0.025164923108713246,0.2353574994112379,1496,2018-01-03 to 2023-12-29,0.5227405033367483
SIC,Medium_Risk,0.9197189984248164,0.6840503543509477,-0.544,-0.04921288917773284,-0.016946929839305024,0.13118292196054274,1376,2018-01-03 to 2023-07-20,0.4415866079653289
TNH,Medium_Risk,0.9181774589861464,0.4403796088050334,-0.7043090638930163,0.10997762995655651,0.019240640307147585,0.9311558711900718,745,2021-01-07 to 2023-12-29,0.6644804487918704
VSM,Medium_Risk,0.9171069561295254,0.5973620576331851,-0.504885993485342,-0.17750154441209162,-0.02646170649829252,0.06704229928020368,1485,2018-01-03 to 2023-12-29,0.6000000000000001
VGC,Medium_Risk,0.9077770978856958,0.4414396972713124,-0.6207142857142858,0.0807639975081388,0.012688747750271583,1.064814621486204,1492,2018-01-03 to 2023-12-29,0.46714761342232947
SSI,Medium_Risk,0.9073872767313957,0.44900571094990216,-0.7807570977917981,0.01570398589424828,0.008727242931844056,1.610282271191685,1497,2018-01-03 to 2023-12-29,0.6697197912995523
QTP,Medium_Risk,0.9027997607145524,0.4258710227801599,-0.448780487804878,-0.23906086293569548,-0.026810920101950294,0.5662819461239027,1483,2018-01-03 to 2023-12-29,0.3823547982058117
ABB,Medium_Risk,0.9014384379269424,0.4094220224963803,-0.756,0.012694638867245527,0.007949053334039663,1.2500069941803695,739,2020-12-29 to 2023-12-29,0.4507853968771031
AGP,Medium_Risk,0.9007021339282837,0.5801631263233968,-0.559375,-0.21575309569344303,-0.026485720677851942,0.18426016882704085,1484,2018-01-03 to 2023-12-29,0.6000000000000001
ALT,Medium_Risk,0.8992714122220737,0.6227657676276254,-0.537037037037037,-0.008234060765287016,-0.006610250286217543,0.05226425898267827,1495,2018-01-03 to 2023-12-29,0.41716162657573236
VTB,Medium_Risk,0.898407030665364,0.47555591515268103,-0.5429292929292929,-0.19218498765000042,-0.028851321947302683,0.2540522235902036,1497,2018-01-03 to 2023-12-29,0.5946833980883806
CSV,Medium_Risk,0.8962858814654074,0.40632617820884626,-0.6580459770114941,0.10416419086276898,0.01772529548367292,0.856722664225477,1497,2018-01-03 to 2023-12-29,0.39476267821657285
MWG,Medium_Risk,0.8942892130676565,0.4329090344757262,-0.8012457531143827,0.02484100625249718,0.01049376147852338,1.0768957865990163,1497,2018-01-03 to 2023-12-29,0.6091469409313379
PHC,Medium_Risk,0.8931769321421517,0.39470898390399267,-0.8096153846153846,0.11148788698265612,0.0070133982066363015,0.7982037225493712,1493,2018-01-03 to 2023-12-29,0.6226343015591854
BCM,Medium_Risk,0.8842385581837708,0.46254928328301903,-0.54,0.01540731427914669,-0.0005905782010833831,0.7741872180868243,1458,2018-02-22 to 2023-12-29,0.3842596025997929
PPP,Medium_Risk,0.882001098465242,0.5996199126697525,-0.5121951219512195,0.02158947907144728,0.014542410986601513,0.22269707024403293,1494,2018-01-03 to 2023-12-29,0.5
TVD,Medium_Risk,0.8811516830340864,0.5079860322243763,-0.7194570135746606,-0.002548531133309826,-0.009817340680653723,0.7773084473992791,1486,2018-01-03 to 2023-12-29,0.5691529688779735
NVL,Medium_Risk,0.8761719943400218,0.3829234352909005,-0.9278169014084507,0.20500171017041352,0.03556529942078959,0.5722324621991924,1495,2018-01-03 to 2023-12-29,0.6
NVB,Medium_Risk,0.8576846324925147,0.4291190959165992,-0.7506297229219143,0.01254678600616124,0.00012512346121314747,0.6292233364834787,1493,2018-01-03 to 2023-12-29,0.48579431868532985
SAM,Medium_Risk,0.8388367881771259,0.38771543612106507,-0.8082758620689655,0.17136139667773995,0.03711128914857795,0.7366623270779307,1496,2018-01-03 to 2023-12-29,0.6192967355601072
VDB,Medium_Risk,0.7770332278481014,0.4058889233860572,-0.9108910891089109,-0.002742825134909436,0.0020690900897916424,-0.046764036518065114,1264,2018-11-23 to 2023-12-29,0.4544918626319528
