symbol,volatility,max_drawdown,autocorr,hurst,days,norm_vol,norm_dd,norm_autocorr,norm_hurst,composite_score,risk_class
DIS,0.31698683927392,0.5752563233179655,-0.07377648331442505,1.0202560386066473,1509,0.1840428620621275,0.37260672288522656,0.4668534269757996,0.796420569165723,0.35841190400215117,Medium
DLR,0.3028077195499899,0.5161924695611786,-0.04464253946433651,1.006545385151536,1509,0.16110218746558594,0.2789453240785909,0.5672668936413542,0.49703470039719105,0.3112813209778016,Low
DOV,0.29078564472285984,0.6545405088986004,-0.051084229959670255,1.0103797175998963,1509,0.1416514379159502,0.4983328184987195,0.5450648712460563,0.5807611949044074,0.3732495144556479,Medium
DOW,0.3895017348639176,0.718543207087155,-0.030362821228085306,1.0254594060302078,1205,0.3013661272239812,0.5998260645104586,0.6164835743107295,0.910041315377772,0.5147951166426532,High
DPZ,0.3153826879867404,0.6801549161410568,-0.10470356108031323,1.0279089985673784,1509,0.18144747437944203,0.5389512519285838,0.36025971936492335,0.96353062515216,0.40266937171855266,Medium
DRI,0.42173895141826995,0.8180208284803683,0.040374703563182734,0.9989619826708691,1509,0.3535233492004282,0.7575742061744223,0.8602885368033116,0.33144350174797377,0.5738836590679576,High
DUK,0.23210177172479715,0.48797725490550414,-0.08321137967625418,1.0079960263984904,1509,0.04670565420546598,0.2342026209837003,0.4343349785228068,0.5287109068896685,0.22868113437082466,Low
DVN,0.5998429778711564,0.9407294427870936,0.03159517560758442,1.018157550061884,1509,0.6416813304250206,0.9521612459723663,0.8300288904524763,0.7505979671918874,0.783386480771402,High
DXCM,0.47357808022482667,0.9197709068321211,0.003995111985379866,1.0236683539227154,1509,0.4373948876650035,0.9189259308071022,0.7349021172714743,0.8709318963433765,0.6847093473967646,High
EBAY,0.32572515930050266,0.6876686194314936,-0.019515482839952115,1.0069951552004621,1509,0.19818076061671502,0.550866220486142,0.6538701656095761,0.5068558804951833,0.4259917915639622,Medium
ECL,0.2884784708986294,0.4787568629343877,-0.05684799574791856,1.0072456829027527,1509,0.13791861634663918,0.21958124505526275,0.525199393821359,0.5123264041318885,0.27731433923269516,Low
ED,0.23475422411522018,0.4194529453286311,-0.026167449709810865,1.0128096273353702,1509,0.05099710870731482,0.12553916137171414,0.6309434016608323,0.6338207109636331,0.24763134332296996,Low
EIX,0.3057827259623134,0.4817758774204507,-0.03815508095873667,1.0258890913558332,1509,0.16591550841614916,0.22436869290698144,0.5896266607140239,0.9194239253992867,0.3435445359212876,Low
ELV,0.3265901677130218,0.689892969116173,-0.0911497222448924,1.000671545945578,1509,0.19958027461343952,0.554393516618224,0.4069745737318405,0.3687735303924275,0.3644224326164539,Medium
EMN,0.34151042643438795,0.7138172681034827,-0.004538120775807112,1.0183304465203715,1509,0.22372005246194762,0.5923318353376,0.705491355452756,0.754373334762861,0.4837231761528964,High
EMR,0.3148501610434392,0.6537464752154898,-0.09112231902487035,1.0291882444515572,1509,0.18058588864224387,0.4970736675844232,0.40706902206105994,0.991464242004001,0.40191668434483657,Medium
EOG,0.4783371368190397,0.8264560929684415,-0.011275711997830404,1.0135426737028888,1509,0.44509465823186817,0.7709505543299318,0.6822694773898341,0.6498275135792556,0.6107596764276192,High
EPD,0.28652287204823973,0.6673882719387809,0.013278245179081404,1.0144093291059684,1509,0.13475461479071432,0.5187063529252846,0.7668974966232752,0.668751803484432,0.42976843146696936,Medium
EQIX,0.2938047189517832,0.6335076017238066,-0.06798786339967088,1.0108589788827262,1509,0.1465360570472525,0.4649795680475509,0.48680456698762353,0.5912263456717962,0.3545918411978706,Medium
