date,open_price,high_price,low_price,close_price,volume_detail
2022-04-20,52.24237996668903,67.41571826583768,50.70583937943347,62.61402893066406,2840200
2022-04-27,92.19243902909128,93.34484451695492,86.81454675239429,87.58281707763672,38312500
2022-04-28,86.430419921875,87.19869032118055,85.66214952256944,86.430419921875,39894700
2022-04-29,87.19868396261464,88.35108947753906,86.81454879097318,88.35108947753906,21106900
2022-05-03,88.35109077615941,91.04003701717296,87.19868524429647,90.27176666259766,26009800
2022-05-05,91.4241758404356,91.4241758404356,88.7352294921875,88.7352294921875,14300200
2022-05-06,87.58282753024332,87.9669627387093,86.81455711331137,87.19869232177734,18610000
2022-05-09,86.4304080807785,86.8145432278042,84.5097323456501,84.89386749267578,20008500
2022-05-10,84.89386891052787,86.81454467773438,84.50973375708656,86.81454467773438,19690000
2022-05-11,86.81455512152777,86.81455512152777,84.12560872395832,86.430419921875,11274100
2022-05-12,85.66214626207264,86.04628144710436,83.35733515188235,83.74147033691406,19964000
2022-05-13,84.50974149482195,84.50974149482195,82.58906555175781,82.58906555175781,11370800
2022-05-17,82.97319793701172,83.35733311264603,81.05252205884014,82.97319793701172,19527700
2022-05-18,83.35732962868431,84.50973510742188,82.58905930952592,84.50973510742188,20744700
2022-05-19,82.97319793701172,83.74146828828034,82.5890627613774,82.97319793701172,8425100
2022-05-20,83.74147156856519,86.43041790333564,83.3573363778837,85.66214752197266,21988000
2022-05-23,86.04627844769023,88.35108947753906,85.66214327604875,88.35108947753906,16737500
2022-05-24,88.3510888589395,88.3510888589395,85.27800750732422,85.27800750732422,16897700
2022-05-25,86.04627646169355,86.43041162446897,83.35733032226562,83.35733032226562,16910900
2022-05-26,84.1256103515625,84.89388076573202,83.74147514447775,84.1256103515625,7129300
2022-05-27,84.8938723383723,86.04627784522805,84.5097371694204,85.27800750732422,7835800
2022-05-30,86.04628472222223,86.81455512152777,85.66214952256944,86.430419921875,10112700
2022-05-31,86.43040952429307,86.81454467773438,84.89386891052787,86.81454467773438,17740700
2022-06-01,86.43041790333564,86.81455309401713,85.27801233129117,85.66214752197266,8071600
2022-06-02,85.27800263970146,86.04627293375282,84.89386749267578,84.89386749267578,8704600
2022-06-06,85.27800542658026,85.66214058615945,83.35732962868431,84.50973510742188,7431800
2022-06-07,84.50973581059188,84.8938709733673,82.97319515949022,83.35733032226562,4881800
2022-06-08,83.74147033691406,84.89387589200922,83.35733515188235,83.74147033691406,4370400
2022-06-09,83.74146345020395,87.58281498461699,83.35732829676266,86.81454467773438,30842400
2022-06-10,86.04628271265415,86.43041790333564,85.27801233129117,85.66214752197266,10724600
2022-06-13,84.12560346391466,84.12560346391466,82.20492758574309,82.97319793701172,22434300
2022-06-14,82.97320074037064,83.74147111759629,82.20493036314498,82.58906555175781,13831200
2022-06-15,82.97319996685063,84.5097407069775,82.97319996685063,83.74147033691406,13130100
2022-06-16,84.89386954397526,85.27800470028284,81.43665313720703,81.43665313720703,26391200
2022-06-17,81.82078829351461,82.97319376243735,81.05251798089945,81.43665313720703,29346600
2022-06-20,81.43665454457107,81.43665454457107,77.97943807805626,79.13184356689453,25806900
2022-06-21,79.51598281860352,81.05252354939779,78.74771245320639,80.66838836669922,12490300
2022-06-22,80.28425474727855,80.28425474727855,77.97944360620835,78.36357879638672,10910200
2022-06-23,78.74771398656509,79.90011955710018,78.36357879638672,78.36357879638672,9126300
2022-06-24,79.51598079387958,79.90011596679688,78.747710448045,79.90011596679688,7743300
2022-06-27,79.90011596679688,80.28425113971417,79.13184562096228,79.90011596679688,8643700
2022-06-28,79.90012078536185,80.28425598144531,78.74771519711143,80.28425598144531,8965200
2022-06-29,79.51597595214844,79.90011110167572,79.13184080262114,79.51597595214844,8119100
2022-06-30,79.90011596679688,80.66838631263145,79.13184562096228,79.90011596679688,11128400
2022-07-01,80.28425598144531,80.66839117752879,79.51598558927837,80.28425598144531,5243000
