date,open_price,high_price,low_price,close_price,volume_detail
2020-12-14,25.726305112446823,26.25133174739472,25.37628735581489,25.55129623413086,13795500
2020-12-15,25.5512945122189,25.5512945122189,24.85125904613071,25.201276779174805,9778200
2020-12-16,25.376283645629883,25.72630135108685,25.376283645629883,25.376283645629883,6708800
2020-12-17,25.376283645629883,25.72630135108685,25.2012747929014,25.376283645629883,9273200
2020-12-18,25.376283645629883,25.551292498358368,25.02626594017292,25.376283645629883,6008700
2020-12-21,23.451187049018014,24.50124020046658,23.451187049018014,23.626195907592773,16170200
2020-12-22,23.626197620029867,24.32623310506779,22.926162134991944,23.976215362548828,12367900
2020-12-23,23.97621161797468,24.32622930582832,23.62619393012103,23.80120277404785,4642700
2020-12-24,23.80120649128935,24.32623310506779,23.451188748770388,23.976215362548828,5881500
2020-12-25,24.151225719046085,24.85126124713437,24.151225719046085,24.676252365112305,5870600
2020-12-28,24.851257655931555,25.026266512663465,24.151222229003903,24.151222229003903,5557700
2020-12-29,24.32623460106816,24.6762523651123,24.151225719046085,24.676252365112305,3122600
2020-12-30,24.50123994246773,24.67624879919964,23.976213372271992,24.151222229003903,5869400
2021-01-04,23.80120649128935,24.50124197632727,23.626197620029867,23.976215362548828,6551600
2021-01-05,23.976215362548828,24.15122423380831,23.80120649128935,23.976215362548828,12466400
2021-01-06,24.15122214667231,24.851257571213537,23.976213290537004,24.326231002807617,9485700
2021-01-07,24.851259231567383,25.02626809939532,24.67625036373944,24.851259231567383,7726300
2021-01-08,25.20127696722326,25.55129470287914,24.326232628083563,24.851259231567383,12913900
2021-01-11,24.851257487705777,25.026266343253003,24.326230921064106,24.501239776611328,7385700
2021-01-12,24.501239776611328,24.67624863215856,24.326230921064106,24.501239776611328,4754900
2021-01-13,24.67624863215856,25.026266343253003,24.501239776611328,24.501239776611328,8913000
2021-01-14,24.67624871507823,24.851257571213537,24.326231002807617,24.326231002807617,7889100
2021-01-15,24.326231002807617,24.67624871507823,24.15122214667231,24.326231002807617,5302100
2021-01-18,24.326231085735817,24.326231085735817,23.976213372271992,24.151222229003903,5097300
2021-01-19,24.151222229003903,24.326231085735817,23.976213372271992,24.151222229003903,3720600
2021-01-20,24.15122423380831,24.50124197632727,23.976215362548828,23.976215362548828,6784900
2021-01-21,24.151222229003903,24.67624879919964,23.976213372271992,24.151222229003903,8875100
2021-01-22,24.32623310506779,24.50124197632727,23.80120649128935,23.976215362548828,10229400
2021-01-25,23.801204766167533,23.976213624742297,23.451187049018014,23.626195907592773,11405900
2021-01-26,23.801204852203824,23.801204852203824,23.27617827458168,23.451187133789062,6086700
2021-01-27,23.801204852203824,23.801204852203824,23.451187133789062,23.451187133789062,4510800
2021-01-28,23.276178624079776,23.276178624079776,22.75115203857422,22.75115203857422,13451500
2021-01-29,22.751150205153827,23.10116790061773,22.05111481422602,22.576141357421875,25325600
2021-02-01,22.401134144176137,23.10116958618164,22.22612528367476,23.10116958618164,5853600
2021-02-02,23.276178624079776,23.276178624079776,22.57614317673903,22.75115203857422,5479200
2021-02-03,22.92616081237793,23.27617853470431,22.75115195121474,22.92616081237793,4356900
2021-02-04,22.926160900409403,23.10116976224459,22.57614317673903,22.75115203857422,6492800
2021-02-05,23.10117328615117,23.276182174682617,22.92616439761972,23.276182174682617,3875900
2021-02-08,23.27617827458168,23.97621371141121,23.27617827458168,23.451187133789062,11864800
2021-02-09,23.801204766167533,24.151222483317056,23.626195907592773,23.626195907592773,8041400
2021-02-10,23.801204766167533,23.801204766167533,23.626195907592773,23.626195907592773,3335400
2021-02-11,23.801204766167533,23.801204766167533,23.451187049018014,23.626195907592773,4213700
2021-02-15,23.801204766167533,23.976213624742297,23.626195907592773,23.626195907592773,2766700
2021-02-16,23.801204766167533,23.976213624742297,23.626195907592773,23.626195907592773,4879700
2021-02-17,23.626195992996443,23.801204852203824,23.451187133789062,23.451187133789062,4163200
2021-02-18,23.626195992996443,23.626195992996443,23.27617827458168,23.451187133789062,5180300
2021-02-19,23.276182174682617,23.626199951745512,23.10117328615117,23.276182174682617,4920500
2021-02-22,23.276176748349684,23.45118559608164,22.576141357421875,22.576141357421875,7157900
2021-02-23,22.751150205153827,22.92615905288578,22.576141357421875,22.576141357421875,3699400
2021-02-24,22.751150205153827,22.92615905288578,22.576141357421875,22.576141357421875,4212600
2021-02-25,22.926160900409403,23.10116976224459,22.75115203857422,22.75115203857422,2576500
2021-03-01,23.276178624079776,23.62619634775015,23.10116976224459,22.75115203857422,7457300
2021-03-02,23.80120649128935,23.976215362548828,23.626197620029867,23.976215362548828,7032900
2021-03-03,24.15122214667231,24.501239858942924,23.801204434401697,24.326231002807617,9479900
2021-03-04,24.32623460106816,24.6762523651123,24.32623460106816,24.676252365112305,6025800
2021-03-05,24.501239776611328,24.67624863215856,24.326230921064106,24.501239776611328,8832500
2021-03-08,24.6762523651123,24.85126124713437,24.50124348309023,24.676252365112305,7509200
2021-03-09,24.6762523651123,24.85126124713437,24.50124348309023,24.676252365112305,5637200
2021-03-10,24.67625036373944,25.02626809939532,24.501241495911504,24.851259231567383,5677400
2021-03-11,25.02626594017292,25.376283645629883,24.85125708744444,25.376283645629883,8181200
2021-03-12,25.55129470287914,25.72630357070708,24.67625036373944,24.851259231567383,11145300
2021-03-15,25.02626609802246,25.37628380568711,24.851257244190137,25.02626609802246,8304200
2021-03-16,25.02626594017292,25.72630135108685,25.02626594017292,25.376283645629883,11422800
2021-03-17,25.551292498358368,25.72630135108685,25.2012747929014,25.376283645629883,8140300
2021-03-18,25.55129623413086,25.901313990762787,25.37628735581489,25.55129623413086,9838600
2021-03-19,25.376283645629883,25.72630135108685,25.2012747929014,25.376283645629883,22293200
2021-03-22,25.37628735581489,25.726305112446823,25.20127847749893,25.55129623413086,4764500
2021-03-23,25.551292498358368,25.72630135108685,25.376283645629883,25.376283645629883,5505000
2021-03-24,25.37628735581489,25.55129623413086,25.20127847749893,25.55129623413086,3199400
2021-03-25,25.7263011932373,25.7263011932373,25.37628348992796,25.726301193237305,4919000
2021-03-26,25.551292341582627,25.90131004489198,25.37628348992796,25.726301193237305,6085100
2021-03-29,25.901315348037823,26.426342010498047,25.72630646055108,26.426342010498047,12016800
2021-03-30,26.601346882340174,27.301382326612284,26.426338021272148,26.776355743408203,15230200
2021-03-31,26.776357751143607,26.95136662533409,26.426340002762643,26.601348876953125,8126500
2021-04-01,26.60135089798479,26.951368672958274,26.076324235524563,26.426342010498047,13665800
2021-04-02,26.42633828481038,26.77635601043701,26.25132942199707,26.25132942199707,5707600
2021-04-05,26.25132942199707,26.60134714762369,25.90131169637044,26.25132942199707,9255700
2021-04-07,26.076318896546653,26.25132774820133,25.551292341582627,25.726301193237305,10483000
2021-04-08,25.551292341582627,26.076318896546653,25.551292341582627,25.726301193237305,6940900
2021-04-09,25.7263011932373,26.076318896546653,25.551292341582627,25.726301193237305,4832700
2021-04-12,25.7263011932373,25.7263011932373,25.37628348992796,25.726301193237305,7485200
2021-04-16,25.55129265951944,25.55129265951944,24.851257244190137,25.02626609802246,14199600
