Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,176.59136555834587,180.46747975695737,176.4621723674355,180.30845642089844,18151900
2018-01-03 00:00:00-05:00,180.76562939446885,183.64785508099155,180.21899620142523,183.5385284423828,16886600
2018-01-04 00:00:00-05:00,183.76710700959418,185.06909334568192,182.97202076184038,183.2006072998047,13880900
2018-01-05 00:00:00-05:00,184.45291034714515,185.7548817195156,183.79695044241944,185.7052001953125,13574500
2018-01-08 00:00:00-05:00,186.05303433962754,187.74261551347774,185.18836962781054,187.1264190673828,17994700
2018-01-09 00:00:00-05:00,187.5438495923907,187.64324296779813,185.95366174297115,186.71893310546875,12393100
2018-01-10 00:00:00-05:00,185.79462253181987,186.73879885630856,184.49265131785873,186.68910217285156,10529900
2018-01-11 00:00:00-05:00,187.2456670307679,187.2456670307679,186.231927490341,186.61953735351562,9588600
2018-01-12 00:00:00-05:00,176.96902488335712,180.36806874138009,176.31306506023904,178.27099609375,77551300
2018-01-16 00:00:00-05:00,180.3879736381088,180.6364419213569,176.94916592522313,177.29702758789062,36183800
2018-01-17 00:00:00-05:00,178.16167378219933,178.22131890281156,174.7228815932075,176.51185607910156,27992400
2018-01-18 00:00:00-05:00,177.03861332349246,179.87114244999745,175.9950435757067,178.69837951660156,23304900
2018-01-19 00:00:00-05:00,179.7419687981112,181.25264509696908,179.0661271567897,180.17926025390625,26826500
2018-01-22 00:00:00-05:00,179.69224583557346,184.2541193776691,179.30463596268885,184.23423767089844,21059500
2018-01-23 00:00:00-05:00,184.9100960588871,188.38865196101227,184.41315950144062,188.18988037109375,25678800
2018-01-24 00:00:00-05:00,188.726545151228,189.49183161476125,185.37719796239455,185.40701293945312,24334500
2018-01-25 00:00:00-05:00,186.79842033388655,187.46431339915776,185.4567009332229,186.331298828125,17377700
2018-01-26 00:00:00-05:00,186.59967721637926,188.8358917236328,185.66543406245643,188.8358917236328,17759200
2018-01-29 00:00:00-05:00,187.59353238759687,187.68297731965964,184.49265342036372,184.8404998779297,20453200
2018-01-30 00:00:00-05:00,186.47044724174683,187.0270136948055,180.72586252006485,185.9735107421875,20858600
2018-01-31 00:00:00-05:00,187.2158465730858,188.66690778253684,184.08515278258324,185.7449188232422,43275100
2018-02-01 00:00:00-05:00,187.06679479386418,194.1232998208945,186.73881485330983,191.90695190429688,54211300
2018-02-02 00:00:00-05:00,190.86336200088158,193.0200797309605,188.81598607142615,189.11415100097656,26677500
2018-02-05 00:00:00-05:00,185.7846878744373,189.4421487008838,179.50341788433315,180.14942932128906,33128200
2018-02-06 00:00:00-05:00,177.47592659937064,184.63180988038462,176.6510101072178,184.17462158203125,37758500
2018-02-07 00:00:00-05:00,183.02174286234282,183.94605281999912,178.84747847482453,179.07606506347656,27601900
2018-02-08 00:00:00-05:00,179.90093137570565,180.72584771724303,170.42932368312546,170.52871704101562,38478300
2018-02-09 00:00:00-05:00,173.68924072027175,175.81612834222886,166.15568153008388,175.03097534179688,39887600
2018-02-12 00:00:00-05:00,175.9751587513739,176.46216200246147,170.78714024825825,175.3291473388672,32092100
2018-02-13 00:00:00-05:00,174.54397895754173,174.89184058870896,172.03942980821463,172.089111328125,21809400
2018-02-14 00:00:00-05:00,172.38727317965993,178.70830622624246,172.14875335941454,178.4200897216797,28929700
2018-02-15 00:00:00-05:00,179.39410671265446,179.39410671265446,175.75652728035996,178.857421875,20922100
2018-02-16 00:00:00-05:00,177.89333326838369,178.7778796294789,175.21981247886606,176.2733154296875,20645300
2018-02-20 00:00:00-05:00,174.69309025389364,176.85972647171357,174.03713032608906,174.93161010742188,21204900
2018-02-21 00:00:00-05:00,175.6273320526154,180.15939121709175,175.3192186354323,176.81997680664062,23200800
2018-02-22 00:00:00-05:00,177.60510939000153,179.10586738767222,176.3230198398694,177.89334106445312,18464200
2018-02-23 00:00:00-05:00,178.79774803884794,182.26637029561135,178.41013817241412,182.16697692871094,19007300
2018-02-26 00:00:00-05:00,183.4491047964098,184.52248960039748,182.09743672827358,183.7969512939453,17599700
2018-02-27 00:00:00-05:00,183.31989171190773,183.568359988873,180.3482208251953,180.3482208251953,15849800
2018-02-28 00:00:00-05:00,181.18307355618185,181.7595217879949,177.04855772026082,177.2274627685547,18783000
2018-03-01 00:00:00-05:00,177.91321246243143,179.01641217464282,173.34140544831624,174.86203002929688,23201600
