Date,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,52.25617025270984,53.39556020053394,52.25617025270984,53.25809860229492,31766000
2018-01-03 00:00:00-05:00,53.293826858111245,54.39401559956042,53.2690166056818,54.16673278808594,31318000
2018-01-04 00:00:00-05:00,54.44314678270833,54.79002464584954,54.30270931256025,54.37714385986328,26052000
2018-01-05 00:00:00-05:00,54.75875973348972,55.26146171123271,54.67687795009025,55.09819412231445,30250000
2018-01-08 00:00:00-05:00,55.13342482258022,55.53836613302585,55.08380053427195,55.292720794677734,24644000
2018-01-09 00:00:00-05:00,55.50263459976359,55.50263459976359,54.99447312387298,55.222251892089844,26808000
2018-01-10 00:00:00-05:00,54.934923706652604,55.221757922731676,54.78505888649609,55.09074783325195,20734000
2018-01-11 00:00:00-05:00,55.19843461239381,55.32448113496427,54.90912051224298,55.18553161621094,22424000
2018-01-12 00:00:00-05:00,55.088763822884715,56.14081235967413,54.985047659986655,56.108558654785156,38586000
2018-01-16 00:00:00-05:00,56.587938010459986,57.01322579553875,55.9105571605299,56.11104202270508,36462000
2018-01-17 00:00:00-05:00,56.39191940730114,56.538808365710146,55.7532437778964,56.52789306640625,27830000
2018-01-18 00:00:00-05:00,56.540293788359044,56.60182911673487,55.80137765608824,56.372562408447266,27498000
2018-01-19 00:00:00-05:00,56.47479116377378,56.76013366064309,56.20036396582539,56.746238708496094,30552000
2018-01-22 00:00:00-05:00,56.762124043174204,57.90647752409935,56.662871675936096,57.7714958190918,29550000
2018-01-23 00:00:00-05:00,58.09207350050602,58.48361586672038,57.92483808376147,58.36749267578125,39138000
2018-01-24 00:00:00-05:00,58.80468510693005,58.90740931133954,57.932275229255815,58.12531661987305,37128000
2018-01-25 00:00:00-05:00,58.59279081058267,58.80568269348987,58.15261611382517,58.663753509521484,29984000
2018-01-26 00:00:00-05:00,58.93123606528734,58.93272399902344,57.96354908408981,58.93272399902344,42170000
2018-01-29 00:00:00-05:00,58.954557786460356,59.45080826013059,58.75903270702499,58.879127502441406,31494000
2018-01-30 00:00:00-05:00,58.444406867669926,58.95107661519348,58.285107118543806,58.42703628540039,37338000
2018-01-31 00:00:00-05:00,58.746622920105196,58.871185296619764,58.165514824076666,58.667720794677734,36022000
2018-02-01 00:00:00-05:00,58.35856029058407,58.927265193905875,58.02954521955925,58.63645935058594,73514000
2018-02-02 00:00:00-05:00,55.94827290136698,56.140818339864445,55.14186582970479,55.54035568237305,117842000
2018-02-05 00:00:00-05:00,54.61782187208808,55.33143180962722,52.440774316330746,52.721153259277344,83550000
2018-02-06 00:00:00-05:00,51.31130538623033,53.961280974732674,51.11429238235661,53.81488800048828,76630000
2018-02-07 00:00:00-05:00,53.84168422430885,53.91909841373883,52.3355623378705,52.3747673034668,51942000
2018-02-08 00:00:00-05:00,52.59609636260182,52.79757316754465,49.858283469667874,50.00765609741211,66792000
2018-02-09 00:00:00-05:00,50.909344316180636,52.19165540867319,49.476172649737094,51.921199798583984,98360000
2018-02-12 00:00:00-05:00,52.437296314030576,52.87895891252558,51.882490187723185,52.33258819580078,56240000
2018-02-13 00:00:00-05:00,52.106300080249994,52.66309393318882,51.953455599699886,52.31174850463867,31586000
2018-02-14 00:00:00-05:00,52.320684712098966,53.37025350743469,52.09638153548689,53.232791900634766,41304000
2018-02-15 00:00:00-05:00,53.766260082746875,54.294768067501664,52.96134096810648,54.15879440307617,37396000
2018-02-16 00:00:00-05:00,54.25903847085441,54.99994241069175,54.16822529139833,54.3642463684082,39948000
2018-02-20 00:00:00-05:00,54.22826954668161,55.39594538576637,54.09130392551664,54.765708923339844,33754000
2018-02-21 00:00:00-05:00,55.03913900524265,56.38397726499764,54.96023309408838,55.269893646240234,41486000
2018-02-22 00:00:00-05:00,55.53886350117299,55.85100395495353,54.843120133455834,55.07883834838867,28010000
2018-02-23 00:00:00-05:00,55.5135569921039,56.026682098026,55.006391193169385,55.98152160644531,25292000
2018-02-26 00:00:00-05:00,56.168601178902755,56.78097480128656,56.04354661241557,56.75616455078125,30912000
2018-02-27 00:00:00-05:00,56.75616735890439,56.78346128607395,55.4207564112541,55.456485748291016,42964000
2018-02-28 00:00:00-05:00,55.67930567388649,55.959688423416,54.73643273432952,54.78208541870117,49292000
2018-03-01 00:00:00-05:00,55.060974592776226,55.14682419570041,52.964313375252146,53.16876983642578,55338000
2018-03-02 00:00:00-05:00,52.50230156213313,53.936964773941106,52.11175498548934,53.80049514770508,50162000
2018-03-05 00:00:00-05:00,53.50225291516991,54.64610659754565,53.21144708473962,54.3275146484375,28648000
2018-03-06 00:00:00-05:00,54.6917650131946,54.86694364392529,54.31461358782907,54.6322135925293,23382000
2018-03-07 00:00:00-05:00,54.23123954061141,55.39147558559538,54.08683048055281,55.33390808105469,30748000
2018-03-08 00:00:00-05:00,55.44110183180892,56.14776048568789,55.44110183180892,56.045536041259766,33862000
2018-03-09 00:00:00-05:00,56.54774295920812,57.61468229140072,56.28919838719283,57.60674285888672,42662000
2018-03-12 00:00:00-04:00,57.81565667055498,58.46624330520455,57.52535061486802,57.85932922363281,44306000
2018-03-13 00:00:00-04:00,58.152120769167716,58.45830950368578,56.30309246479134,56.56808853149414,43140000
2018-03-14 00:00:00-04:00,56.86038100642698,57.553144739239166,56.68917398475328,57.01372146606445,41870000
2018-03-15 00:00:00-04:00,57.04747092603321,57.6891224796975,56.35718703382649,57.09907913208008,33382000
2018-03-16 00:00:00-04:00,57.33430005554553,57.40675068592315,56.143794144320694,56.29564666748047,58656000
2018-03-19 00:00:00-04:00,55.46889585385812,55.54878994224514,54.03770809253903,54.59103012084961,63656000
2018-03-20 00:00:00-04:00,54.508142251376114,54.86296325700677,53.71513432226659,54.379119873046875,54598000
2018-03-21 00:00:00-04:00,54.21884366396185,55.01929521895213,53.95285184678439,54.2898063659668,44898000
2018-03-22 00:00:00-04:00,53.59554237358972,53.78957571607382,52.08842854679746,52.26261520385742,69312000
2018-03-23 00:00:00-04:00,52.17429134471123,52.9390135764234,50.859226711797724,50.942596435546875,49880000
2018-03-26 00:00:00-04:00,52.13607420386283,52.56632555070059,50.15008032860988,52.30926513671875,65984000
2018-03-27 00:00:00-04:00,52.796086489942425,52.82784800374254,49.50693923683964,49.969444274902344,60816000
2018-03-28 00:00:00-04:00,49.7198349266751,50.8651804175994,48.831050096900356,49.88210678100586,77698000
2018-03-29 00:00:00-04:00,50.181345719506616,52.00953154308469,49.825532702903686,51.46812057495117,69338000
2018-04-02 00:00:00-04:00,50.995695585347455,51.58673088358348,49.339708627750696,50.25181579589844,65068000
2018-04-03 00:00:00-04:00,50.42648955121837,50.86567226945512,49.48857648250298,50.552040100097656,51322000
2018-04-04 00:00:00-04:00,49.53720572466153,51.249767958339014,49.45185210452574,51.099403381347656,50724000
2018-04-05 00:00:00-04:00,51.92715645467816,51.943035319833584,50.81605236379516,51.24481201171875,35836000
2018-04-06 00:00:00-04:00,50.77138315355239,51.411546698793046,49.935202343254076,50.11881637573242,40134000
2018-04-09 00:00:00-04:00,50.61952941671248,51.837825170624825,50.57784456096985,50.622013092041016,33220000
2018-04-10 00:00:00-04:00,51.12670264682606,51.67009753042963,50.38977037811584,51.436363220214844,36620000
2018-04-11 00:00:00-04:00,51.213046472913256,51.40509591777414,50.57784648349582,50.868648529052734,34060000
2018-04-12 00:00:00-04:00,51.18674869899539,51.84080342477513,50.91778103567387,51.475563049316406,32896000
2018-04-13 00:00:00-04:00,51.951967353092115,52.254180681132055,51.121242272639556,51.41353225708008,25410000
2018-04-16 00:00:00-04:00,51.88546776108672,52.17726176373882,51.30832746807676,51.91276168823242,29776000
2018-04-17 00:00:00-04:00,52.66210162928209,53.84317639363368,52.45814113987707,53.563289642333984,54584000
